Model Year,Division,Carline,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Trans Desc,# Gears,Drive Desc,Max Ethanol % - Gasoline,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. 
2016,RAM,1500 4X4,6,Auto(A8),16,23,19,Automatic,8,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,2350,2350
2016,RAM,1500 4X4,8,Auto(A6),13,19,15,Automatic,6,4-Wheel Drive,10,Gasoline (Mid Grade Unleaded Recommended),MPG,3150,3150
2016,RAM,1500 4X4,8,Auto(A8),15,21,17,Automatic,8,4-Wheel Drive,10,Gasoline (Mid Grade Unleaded Recommended),MPG,2800,2800
2016,"Roush Industries, Inc.",F150 Pickup 4WD,8,Auto(S6),12,15,13,Semi-Automatic,6,4-Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,3800,3800
2016,TOYOTA,TUNDRA 4WD,8,Auto(S6),14,18,16,Semi-Automatic,6,Part-time 4-Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2016,TOYOTA,TUNDRA 4WD,8,Auto(S6),13,17,15,Semi-Automatic,6,Part-time 4-Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,3000,3000
2016,TOYOTA,TUNDRA 4WD FFV,8,Auto(S6),13,17,15,Semi-Automatic,6,Part-time 4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3000,3000
2016,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,13,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,3450,3450
2016,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,12,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,3750,3750
2016,Ford,Transit T150 Wagon,6,Auto(S6),15,19,16,Semi-Automatic,6,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2016,Ford,Transit T150 Wagon FFV,6,Auto(S6),14,18,16,Semi-Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2016,GMC,G2500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,16,13,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,3450,3450
2016,GMC,G3500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,16,12,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,3750,3750
2016,Cadillac,XTS HEARSE,6,Auto(S6),15,21,17,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2016,Cadillac,XTS LIMO,6,Auto(S6),15,21,17,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2016,CHEVROLET,City Express Cargo Van,4,Auto(AV),24,26,25,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Ford,Transit Connect Van 2WD,4,Auto(S6),22,29,25,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Ford,Transit Connect Van 2WD,4,Auto(S6),20,28,23,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,Ford,TRANSIT CONNECT VAN FFV,4,Auto(S6),20,28,23,Semi-Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,Ford,TRANSIT CONNECT WAGON FFV,4,Auto(S6),19,27,22,Semi-Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,Ford,TRANSIT CONNECT WAGON FWD,4,Auto(S6),22,29,25,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Ford,TRANSIT CONNECT WAGON FWD,4,Auto(S6),19,27,22,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,Ford,TRANSIT CONNECT WAGON LWB FFV,4,Auto(S6),19,27,22,Semi-Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,Ford,Transit Connect Wagon LWB FWD,4,Auto(S6),19,27,22,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,Lincoln,MKT LIVERY FWD,4,Auto(S6),18,25,21,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,Mercedes-Benz,Metris (Cargo Van),4,Auto(A7),21,24,22,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2016,Mercedes-Benz,Metris (Passenger Van),4,Auto(A7),20,23,22,Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2016,NISSAN,NV200 Cargo Van,4,Auto(AV),24,26,25,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,NISSAN,NV200 NYC Taxi,4,Auto(AV),23,26,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,RAM,Promaster City,4,Auto(A9),21,29,24,Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,Lincoln,MKT LIVERY AWD,6,Auto(A6),16,23,18,Automatic,6,All Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,2500,2500
2016,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,8,Auto(A6),15,20,17,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2016,Chevrolet,COLORADO CAB CHASSIS 2WD,6,Auto(A6),15,17,16,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2016,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,8,Auto(A6),15,19,17,Automatic,6,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2016,GMC,C15 SIERRA 2WD CAB CHASSIS,8,Auto(A6),15,20,17,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2016,GMC,CANYON CAB CHASSIS 2WD,6,Auto(A6),15,17,16,Automatic,6,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2016,GMC,K15 SIERRA 4WD CAB CHASSIS,8,Auto(A6),15,19,17,Automatic,6,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2016,Chrysler,Town & Country,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,Chrysler,Town & Country,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,Dodge,Grand Caravan,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,Dodge,Grand Caravan,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,Honda,ODYSSEY 2WD,6,Auto(A6),19,28,22,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,KIA MOTORS CORPORATION,Sedona,6,Auto(S6),18,24,20,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,KIA MOTORS CORPORATION,Sedona SX,6,Auto(S6),18,25,21,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,KIA MOTORS CORPORATION,Sedona SXL,6,Auto(S6),17,22,19,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2350,2350
2016,NISSAN,QUEST,6,Auto(AV),20,27,23,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,TOYOTA,SIENNA,6,Auto(S6),18,25,21,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,TOYOTA,SIENNA AWD,6,Auto(S6),16,23,19,Semi-Automatic,6,All Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,2350,2350
2016,Acura,MDX 2WD,6,Auto(S9),19,27,22,Semi-Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2016,Acura,MDX 2WD,6,Auto(S9),20,27,23,Semi-Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2016,Acura,RDX 2WD,6,Auto(S6),20,29,23,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2016,BMW,X3 sDrive 28i,4,Auto(S8),21,28,24,Semi-Automatic,8,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Recommended),MPG,2050,2050
2016,Buick,ENCORE,4,Auto(S6),28,34,30,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1500,1500
2016,Buick,ENCORE,4,Auto(S6),25,33,28,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1600,1600
2016,Chevrolet,EQUINOX FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Chevrolet,EQUINOX FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Chevrolet,EQUINOX FWD,6,Auto(A6),17,24,20,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,Chevrolet,TRAX,4,Auto(S6),26,34,29,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1550,1550
2016,Dodge,Journey,4,Auto(A4),19,26,21,Automatic,4,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,Dodge,Journey,6,Auto(A6),17,25,19,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2350,2350
2016,FIAT,500X,4,Manual(M6),25,34,28,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1750,1750
2016,FIAT,500X,4,Auto(A9),22,31,25,Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Ford,EDGE FWD,4,Auto(S6),20,30,24,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,Ford,EDGE FWD,4,Auto(S6),21,30,24,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,Ford,EDGE FWD,6,Auto(S6),18,26,21,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,Ford,ESCAPE FWD,4,Auto(S6),23,32,26,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Ford,ESCAPE FWD,4,Auto(S6),22,30,25,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Ford,ESCAPE FWD,4,Auto(S6),22,31,25,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,GMC,TERRAIN FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,GMC,TERRAIN FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,GMC,TERRAIN FWD,6,Auto(A6),17,24,20,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,Honda,CR-V 2WD,4,Auto(AV),26,33,29,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1550,1550
2016,Honda,HR-V 2WD,4,Auto(AV),28,35,31,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1450,1450
2016,Honda,HR-V 2WD,4,Auto(AV-S7),28,35,31,Selectable Continuously Variable (e.g. CVT with paddles),7,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1450,1450
2016,Honda,HR-V 2WD,4,Manual(M6),25,34,28,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1600,1600
2016,Honda,PILOT 2WD,6,Auto(A6),19,27,22,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,Honda,PILOT 2WD,6,Auto(S9),20,27,23,Semi-Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,HYUNDAI MOTOR COMPANY,Santa Fe FWD,6,Auto(S6),18,25,21,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,4,Auto(S6),19,27,22,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,4,Auto(S6),20,27,23,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport ULTIMATE FWD,4,Auto(S6),19,26,22,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate FWD,6,Auto(S6),17,23,20,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,HYUNDAI MOTOR COMPANY,Tucson Eco FWD,4,Auto(AM7),26,33,29,Automated Manual,7,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1550,1550
2016,HYUNDAI MOTOR COMPANY,Tucson FWD,4,Auto(AM7),25,30,27,Automated Manual,7,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2016,HYUNDAI MOTOR COMPANY,Tucson FWD,4,Auto(S6),23,31,26,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,INFINITI,QX60 FWD,6,Auto(AV-S7),21,27,23,Selectable Continuously Variable (e.g. CVT with paddles),7,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2016,INFINITI,QX70 RWD,6,Auto(S7),17,24,19,Semi-Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2600,2600
2016,Jeep,Cherokee FWD,4,Auto(A9),22,31,25,Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Jeep,Cherokee FWD,4,Auto(A9),22,31,25,Automatic,9,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Jeep,Cherokee FWD,6,Auto(A9),21,29,24,Automatic,9,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,Jeep,Compass FWD,4,Auto(AV),22,26,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,Jeep,Compass FWD,4,Manual(M5),23,30,26,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Jeep,Compass FWD,4,Auto(A6),21,28,23,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,Jeep,Compass FWD,4,Manual(M5),23,29,25,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Jeep,Patriot FWD,4,Auto(AV),22,26,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,Jeep,Patriot FWD,4,Manual(M5),23,30,26,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Jeep,Patriot FWD,4,Auto(A6),21,28,23,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,Jeep,Patriot FWD,4,Manual(M5),23,29,25,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Jeep,Renegade 4x2,4,Manual(M6),24,31,27,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,1850,1850
2016,Jeep,Renegade 4x2,4,Auto(A9),22,31,25,Automatic,9,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,KIA MOTORS CORPORATION,Sorento FWD,4,Auto(S6),20,27,23,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,KIA MOTORS CORPORATION,Sorento FWD,4,Auto(S6),21,29,24,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,KIA MOTORS CORPORATION,Sorento FWD,6,Auto(S6),18,26,21,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,KIA MOTORS CORPORATION,Sportage FWD,4,Auto(S6),21,28,24,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,KIA MOTORS CORPORATION,Sportage SX FWD,4,Auto(S6),20,26,22,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,LEXUS,NX 200t,4,Auto(S6),22,28,25,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Required),MPG,2000,2000
2016,LEXUS,NX 300h,4,Auto(AV-S6),35,31,33,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1350,1350
2016,LEXUS,RX 350,6,Auto(S8),20,28,23,Semi-Automatic,8,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,LEXUS,RX 450h,6,Auto(AV-S6),31,30,30,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Required),MPG,1650,1650
2016,Lincoln,MKC  FWD,4,Auto(S6),20,29,23,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,Lincoln,MKX FWD,6,Auto(S6),17,26,21,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,Lincoln,MKX FWD,6,Auto(S6),17,26,20,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2250,2250
2016,MAZDA,CX-5 2WD,4,Manual(M6),26,35,29,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1550,1550
2016,MAZDA,CX-5 2WD,4,Auto(S6),26,33,29,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1550,1550
2016,MAZDA,CX-9 2WD,4,Auto(S6),22,28,25,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Mercedes-Benz,GLC 300,4,Auto(A9),22,28,24,Automatic,9,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,2050,2050
2016,Mitsubishi Motors Corporation,OUTLANDER 2WD,4,Auto(AV-S6),25,31,27,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,4,Auto(AV-S6),24,31,27,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,4,Manual(M5),23,29,25,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,4,Auto(AV-S6),23,28,25,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1800,1800
2016,NISSAN,PATHFINDER 2WD,6,Auto(AV),20,27,23,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,NISSAN,ROGUE FWD,4,Auto(AV),26,33,28,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1600,1600
2016,TOYOTA,HIGHLANDER,4,Auto(S6),20,25,22,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2016,TOYOTA,HIGHLANDER,6,Auto(S6),19,25,21,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2016,TOYOTA,RAV4,4,Auto(S6),23,30,26,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,TOYOTA,RAV4 LE/XLE,4,Auto(S6),24,31,26,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Volkswagen,Tiguan,4,Auto(S6),21,26,23,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2016,"Volvo Cars of North America, LLC",XC60 FWD,4,Auto(S8),23,31,26,Semi-Automatic,8,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,"Volvo Cars of North America, LLC",XC60 FWD,4,Auto(S8),22,29,24,Semi-Automatic,8,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,2050,2050
2016,"Volvo Cars of North America, LLC",XC70 FWD,4,Auto(S8),23,31,26,Semi-Automatic,8,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Acura,MDX 4WD,6,Auto(S9),19,26,22,Semi-Automatic,9,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2016,Acura,MDX 4WD,6,Auto(S9),18,26,21,Semi-Automatic,9,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2350,2350
2016,Acura,RDX 4WD,6,Auto(S6),19,28,22,Semi-Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2016,Audi,Q5,4,Auto(S8),20,28,23,Semi-Automatic,8,All Wheel Drive,85,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2016,Audi,Q5,6,Auto(S8),23,30,26,Semi-Automatic,8,All Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,1950,1950
2016,Audi,Q5,6,Auto(S8),18,26,21,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,2350,2350
2016,Audi,Q5 Hybrid,4,Auto(S8),24,30,26,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,1900,1900
2016,Audi,SQ5,6,Auto(S8),17,24,19,Semi-Automatic,8,All Wheel Drive,15,Gasoline (Premium Unleaded Recommended),MPG,2600,2600
2016,BMW,X3 xDrive28d,4,Auto(S8),27,34,30,Semi-Automatic,8,All Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum)",MPG,1700,1700
2016,BMW,X3 xDrive28i,4,Auto(S8),21,28,24,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2050,2050
2016,BMW,X3 xDrive35i,6,Auto(S8),19,27,22,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2016,BMW,X4 M40i,6,Auto(S8),18,25,21,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2350,2350
2016,BMW,X4 xDrive28i,4,Auto(S8),20,28,23,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2150,2150
2016,BMW,X4 xDrive35i,6,Auto(S8),19,27,22,Semi-Automatic,8,All Wheel Drive,10,Gasoline (Premium Unleaded Recommended),MPG,2250,2250
2016,Buick,ENCORE AWD,4,Auto(S6),26,32,29,Semi-Automatic,6,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1550,1550
2016,Buick,ENCORE AWD,4,Auto(S6),23,30,26,Semi-Automatic,6,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1750,1750
2016,Buick,ENVISION AWD,4,Auto(A6),20,26,22,Automatic,6,All Wheel Drive,10,Gasoline (Premium Unleaded Required),MPG,2250,2250
2016,Chevrolet,EQUINOX AWD,4,Auto(A6),20,29,23,Automatic,6,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,Chevrolet,EQUINOX AWD,4,Auto(A6),20,29,23,Automatic,6,All Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2016,Chevrolet,EQUINOX AWD,6,Auto(A6),16,23,18,Automatic,6,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,2500,2500
2016,Chevrolet,TRAX AWD,4,Auto(S6),24,31,27,Semi-Automatic,6,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1650,1650
2016,Dodge,Journey AWD,6,Auto(A6),16,24,19,Automatic,6,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,2350,2350
2016,FIAT,500X AWD,4,Auto(A9),21,30,24,Automatic,9,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2016,Ford,EDGE AWD,4,Auto(S6),20,28,23,Semi-Automatic,6,All Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
